HU N P u v hel DD mois heure FFp FFo
76.9 1 1018.5 -0.8 -1.4 42.37 -2.09 10 15 1.61 3.1
51.6 1 1018.9 -2.4 5.1 11 2.01 10 12 5.64 4.2
89.8 1 1021.1 -2.2 -0.3 25.95 -3.01 10 0 2.22 6.1
88.1 1 1020.2 -0.8 -1 49.75 -2.25 10 0 1.28 6.1
80.6 1 1021.8 -1.4 -1.1 -9.21 -2.48 10 9 1.78 5.3
96.5 1 1020.9 8 0 6.06 0 10 9 8 10.2
75.2 1 1021.5 4.2 -6.7 -12.96 -1.01 10 18 7.91 10.7
94.1 1 1020.6 0.9 -4.4 -72.22 -1.37 10 9 4.49 3.2
95.8 1 1021 0.1 -2.8 -45.17 -1.54 10 9 2.8 3.2
68.9 1 1018 0.7 1.4 -4.45 1.11 10 18 1.57 5.4
92.5 1 1017.2 7.6 -5.1 -143.32 -0.59 10 15 9.15 11.5
81.3 1 1018.2 6.8 -5.4 -0.52 -0.67 10 12 8.68 12.6
93.3 1 1016.7 2.6 -3.8 -45.65 -0.97 10 0 4.6 5.8
69.4 1 1013.5 5 -3.8 -18.61 -0.65 10 15 6.28 11.5
90.9 4 1013.1 -0.7 -0.5 19.42 -2.52 10 15 0.86 3.9
92.2 1 1012.5 -0.1 -1.2 -2.1 -1.65 10 15 1.2 3.9
88.1 1 1012.9 -0.1 -0.7 -4.18 -1.71 10 9 0.71 2.7
63.5 2 1009 2.7 5.2 7.8 1.09 10 12 5.86 5.1
94.1 1 1009.3 7.2 -0.4 6.61 -0.05 10 15 7.21 11.4
77.7 1 1018.5 8.7 -5.1 -5.23 -0.53 10 18 10.08 12.6
67.8 1 1019.6 6.5 -7.4 29.13 -0.85 10 18 9.85 12.6
73.3 1 1019.3 2.7 -5.6 -34.06 -1.12 10 21 6.22 8.3
81.7 1 1019.8 1.6 -5.2 -54.98 -1.27 10 0 5.44 10.1
81.3 1 1016.6 0.3 -1.1 -47.89 -1.3 10 15 1.14 4.5
73.5 1 1016.6 0.8 -1.1 -25.56 -0.94 10 15 1.36 4.5
76.5 1 1016.5 0.5 -0.7 -35.74 -0.95 10 9 0.86 3.6
80.5 2 1017.2 0.2 -0.7 -36.29 -1.29 10 9 0.73 3.6
59.8 1 1015.1 7.1 -4.4 -19.08 -0.55 10 15 8.35 13.8
80.8 2 1015.8 2.1 -0.3 -6.09 -0.14 10 21 2.12 5.8
90.1 1 1004.9 -2.2 6.8 97.71 1.88 10 15 7.15 11.1
93.4 1 1005.2 0.9 2.9 56.32 1.27 10 18 3.04 9.1
92.6 7 1004.1 10.1 1.6 17.01 0.16 10 18 10.23 9.1
88.8 1 1005.7 7.5 -5.2 -66.35 -0.61 10 21 9.13 17.7
91.4 1 1007.1 7.4 -4.2 -29.43 -0.52 10 0 8.51 13
84.3 1 1012.6 8.2 -5.3 97.51 -0.57 10 18 9.76 12.5
78.4 1 1016.2 4.4 -4.4 -13.37 -0.78 10 21 6.22 6.5
93.2 1 1015.6 4.7 -5.8 34.76 -0.89 10 0 7.47 4.3
86.7 1 1014.2 0 -1.7 -42.72 -1.57 10 15 1.7 5.4
60.9 1 1013.6 0.2 3 1.64 1.5 10 12 3.01 6.3
57.6 1 1012 -0.4 1.2 -5.81 1.89 10 18 1.26 5
88.6 1 1011.3 -11.8 5.1 120.97 2.73 10 15 12.85 14.9
90.3 1 1011.8 -12.5 7.7 151.83 2.59 10 15 14.68 14.9
88.5 1 1012.1 -12.1 12.8 389.25 2.33 10 9 17.61 20.1
90 1 1007.2 -10.8 16.5 302.53 2.15 10 15 19.72 22.3
87.9 1 1011.7 -11.2 14.9 276.55 2.22 10 12 18.64 23.5
92 1 1013.3 -11.8 15.2 352.14 2.23 10 12 19.24 23.5
90.7 1 1012.7 -14.1 14.4 332.91 2.35 10 21 20.15 27.4
87.6 1 1013.9 -12.7 13.9 142.92 2.31 10 12 18.83 20.3
90.7 4 1012.1 -15.4 12.4 395.75 2.46 10 12 19.77 20.3
93.9 1 1014.9 -10.1 10.8 245.15 2.32 10 0 14.79 16.3
93 1 1016.1 -9.2 7.5 196.73 2.46 10 15 11.87 16.9
77.4 1 1013.6 -13.9 7 259.04 2.68 10 18 15.56 20.2
86.6 1 1014.5 -10 8.3 272.11 2.45 10 0 13 16
86.1 1 1015.6 -7.3 7.4 119.55 2.35 10 18 10.39 16.7
81.8 1 1017 -9.3 4.2 153.16 2.72 10 21 10.2 11.4
90.8 2 1020 0 -1.1 0.92 -1.57 10 15 1.1 6.3
93.3 1 1019.7 0.5 -1.1 55.93 -1.14 10 15 1.21 6.3
94.8 1 1017.7 -0.3 -0.4 10.53 -2.21 10 15 0.5 2.8
85.8 1 1014.5 -5.1 -0.3 90.68 -3.08 10 0 5.11 6.5
64.6 2 1011.3 -6.5 8.6 173.48 2.22 10 12 10.78 12.9
94.7 8 1000.7 -6.3 5.7 91.45 2.41 10 12 8.5 11.9
94.2 9 999.5 -4.8 1.3 74.84 2.88 10 15 4.97 11.6
95.8 1 997.3 1.4 -1.9 -5.37 -0.94 10 0 2.36 8.2
94.1 1 993.9 10.6 -5.3 53.85 -0.46 10 15 11.85 12.2
91.6 1 995.8 8.2 -6 2.08 -0.63 10 15 10.16 13.4
78.2 1 1003.7 4.6 -10.2 -54.31 -1.15 10 15 11.19 20.6
57.4 1 1012.4 5.6 -12.8 132.51 -1.16 10 18 13.97 24
27.5 1 1012.4 -2.4 -5.9 -4.65 -1.96 10 15 6.37 12.1
97.3 1 1010 -0.1 -0.5 -5.56 -1.77 10 0 0.51 4.9
96.9 1 1009.5 -0.2 -1.1 50.35 -1.75 10 15 1.12 5.3
40.1 1 1010 -1.4 -1.2 27.69 -2.44 10 15 1.84 5.3
52.2 1 1006.7 -5.5 4.5 131.98 2.46 10 12 7.11 9.3
72.7 8 999.4 -4.5 6.6 20.55 2.17 10 12 7.99 8.8
96.3 1 995.5 -1.7 3.9 54.47 1.98 11 9 4.25 3
